Row ID,Variable Code,Variable,Consumption Category,Value,Variable Unit,Date,Reported Year,Prior Year
19000_2021_SAPCE2-15_annual,SAPCE2-15,Per capita personal consumption expenditures: Housing and utilities,Housing and utilities,6762,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-15_annual,SAPCE2-15,Per capita personal consumption expenditures: Housing and utilities,Housing and utilities,7206,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,2698,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,2865,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,2992,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,3172,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,3406,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,3649,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,3815,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,4035,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,4275,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,4465,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,4681,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,4881,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,5039,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,5211,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,5352,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,5469,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,5577,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,5816,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,6153,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,6399,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,6513,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,6691,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,7015,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,6705,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,7417,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-16_annual,SAPCE2-16,Per capita personal consumption expenditures: Health care,Health care,7761,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,529,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,570,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,585,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,610,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,618,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,607,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,621,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,668,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,705,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,747,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,781,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,797,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,780,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,768,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,793,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,808,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,861,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,920,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,920,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,969,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,1018,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,1053,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,1102,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,923,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,1149,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-17_annual,SAPCE2-17,Per capita personal consumption expenditures: Transportation services,Transportation services,1381,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,736,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,749,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,777,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,779,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,767,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,779,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,830,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,908,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,922,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,968,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1043,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1073,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1092,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1091,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1093,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1141,Dollars,12/31/2012,2012,2011
19000_2000_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,24634.5,Millions of current dollars,12/31/2000,2000,1999
19000_2017_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,41087.5,Millions of current dollars,12/31/2017,2017,2016
19000_2013_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1113,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1116,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1120,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1130,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1131,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1166,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1202,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,950,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1156,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-18_annual,SAPCE2-18,Per capita personal consumption expenditures: Recreation services,Recreation services,1311,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1072,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1114,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1142,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1220,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1237,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1285,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1347,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1418,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1494,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1562,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1630,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1704,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1692,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1703,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1769,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1860,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1920,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1988,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,2087,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,2147,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,2197,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,2259,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,2309,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,1976,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,2412,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-19_annual,SAPCE2-19,Per capita personal consumption expenditures: Food services and accommodations,Food services and accommodations,2698,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1025,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1094,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1167,Dollars,12/31/1999,1999,1998
19000_2001_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1252,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1282,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1368,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1468,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1585,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1665,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1765,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1815,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1692,Dollars,12/31/2009,2009,2008
19000_2006_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,31529.3,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,32799.3,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,33630.2,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,32524.9,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,34032.9,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,36316.5,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,37297.1,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,38013.5,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,38947.9,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,38838.6,Millions of current dollars,12/31/2015,2015,2014
19000_2018_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,42569.7,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,42768.7,Millions of current dollars,12/31/2019,2019,2018
19000_2010_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1792,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1900,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1959,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2035,Dollars,12/31/2013,2013,2012
19000_2010_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,92935.6,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,97421.3,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,100180.8,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,102664.9,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,106618.9,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,108540.1,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,112218.4,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,116352.5,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,119934.4,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,122945,Millions of current dollars,12/31/2019,2019,2018
19000_2001_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,24925.2,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,25235.5,Millions of current dollars,12/31/2002,2002,2001
19000_2020_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,44287.3,Millions of current dollars,12/31/2020,2020,2019
19000_2014_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2150,Dollars,12/31/2014,2014,2013
19000_1997_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,53751.5,Millions of current dollars,12/31/1997,1997,1996
19000_2008_SAPCE1-8_annual,SAPCE1-8,Total personal consumption expenditures: Nondurable goods,Nondurable goods,23549.2,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,57254.6,Millions of current dollars,12/31/2009,2009,2008
19000_1998_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,56464.4,Millions of current dollars,12/31/1998,1998,1997
19000_2003_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2442.4,Millions of current dollars,12/31/2003,2003,2002
19000_2012_SAPCE1-21_annual,SAPCE1-21,Total personal consumption expenditures: Other services,Other services,7738.7,Millions of current dollars,12/31/2012,2012,2011
19000_1999_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,59748.9,Millions of current dollars,12/31/1999,1999,1998
19000_2011_SAPCE1-23_annual,SAPCE1-23,Total personal consumption expenditures: Gross output of nonprofit institutions,Gross output of nonprofit institutions,11108.5,Millions of current dollars,12/31/2011,2011,2010
19000_2000_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,63279.6,Millions of current dollars,12/31/2000,2000,1999
19000_2018_SAPCE1-23_annual,SAPCE1-23,Total personal consumption expenditures: Gross output of nonprofit institutions,Gross output of nonprofit institutions,13843.7,Millions of current dollars,12/31/2018,2018,2017
19000_2001_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,65420.8,Millions of current dollars,12/31/2001,2001,2000
19000_2013_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3835,Dollars,12/31/2013,2013,2012
19000_2000_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1350,Dollars,12/31/2000,2000,1999
19000_2002_SAPCE2-8_annual,SAPCE2-8,Per capita personal consumption expenditures: Nondurable goods,Nondurable goods,5459,Dollars,12/31/2002,2002,2001
19000_2015_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2269,Dollars,12/31/2015,2015,2014
19000_2021_SAPCE2-12_annual,SAPCE2-12,Per capita personal consumption expenditures: Other nondurable goods,Other nondurable goods,3641,Dollars,12/31/2021,2021,2020
19000_2016_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2342,Dollars,12/31/2016,2016,2015
19000_2013_SAPCE2-13_annual,SAPCE2-13,Per capita personal consumption expenditures: Services,Services,20840,Dollars,12/31/2013,2013,2012
19000_2000_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,1283,Dollars,12/31/2000,2000,1999
19000_2017_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2552,Dollars,12/31/2017,2017,2016
19000_2002_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,66996.9,Millions of current dollars,12/31/2002,2002,2001
19000_2018_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2662,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2715,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2721,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2859,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-20_annual,SAPCE2-20,Per capita personal consumption expenditures: Financial services and insurance,Financial services and insurance,2932,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,1566,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,1646,Dollars,12/31/1998,1998,1997
19000_2011_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,2525,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,2510,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,2508,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,2594,Dollars,12/31/2014,2014,2013
19000_1999_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,1718,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,1785,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,1851,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,1911,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-21_annual,SAPCE2-21,Per capita personal consumption expenditures: Other services,Other services,2016,Dollars,12/31/2003,2003,2002
